stockcode,description,total_quantity,total_revenue,total_orders,unique_customers,description_clean
85129B,BEADED CRYSTAL HEART GREEN SMALL,230,283.08,36,26,beaded crystal heart green small
85129C,BEADED CRYSTAL HEART BLUE SMALL,399,500.1,48,37,beaded crystal heart blue small
85129D,BEADED CRYSTAL HEART PINK SMALL,659,855.35,85,59,beaded crystal heart pink small
85130A,BEADED PEARL HEART WHITE LARGE,708,1165.8,74,59,beaded pearl heart white large
85130B,BEADED CRYSTAL HEART GREEN LARGE,875,805.0500000000001,59,50,beaded crystal heart green large
85130C,BEADED CRYSTAL HEART BLUE  LARGE,675,749.11,61,51,beaded crystal heart blue large
85130D,BEADED CRYSTAL HEART PINK LARGE,741,835.83,80,63,beaded crystal heart pink large
85131A,BEADED PEARL HEART WHITE ON STICK,1424,1121.68,77,64,beaded pearl heart white on stick
85131B,BEADED CRYSTAL HEART GREEN ON STICK,331,211.42999999999998,24,12,beaded crystal heart green on stick
85131C,BEADED CRYSTAL HEART BLUE ON STICK,309,208.59,26,20,beaded crystal heart blue on stick
85131D,BEADED CRYSTAL HEART PINK ON STICK,488,270.94,24,17,beaded crystal heart pink on stick
85131D,BEADED CRYSTAL HEART PINK\ON STICK,16,20.0,8,8,beaded crystal heart pink on stick
85132A,CHARLIE + LOLA BISCUITS TINS,1192,3970.2,147,98,charlie lola biscuits tins
85132B,CHARLIE AND LOLA TABLE TINS,895,2593.25,100,73,charlie and lola table tins
85132C,CHARLIE AND LOLA FIGURES TINS,1921,4863.429999999999,191,144,charlie and lola figures tins
85135A,YELLOW DRAGONFLY HELICOPTER,78,620.1,50,40,yellow dragonfly helicopter
85135B,BLUE DRAGONFLY HELICOPTER,114,906.3000000000001,76,67,blue dragonfly helicopter
85135C,RED DRAGONFLY HELICOPTER,107,850.65,65,57,red dragonfly helicopter
85136A,YELLOW SHARK HELICOPTER,98,779.1,67,64,yellow shark helicopter
85136B,BLUE SHARK HELICOPTER,49,389.55,39,39,blue shark helicopter
85136C,RED SHARK HELICOPTER,132,1049.4,80,70,red shark helicopter
85141,JARDIN ETCHED GLASS FRUITBOWL,189,1336.95,69,57,jardin etched glass fruitbowl
85142,JARDIN ETCHED GLASS GINGER JAR,54,429.3,27,26,jardin etched glass ginger jar
85144,JARDIN ETCHED GLASS BUTTER DISH,70,485.9,30,25,jardin etched glass butter dish
85144,JARDIN ETCHED GLASS CHEESE DISH,221,579.35,40,37,jardin etched glass cheese dish
85145,JARDIN ETCHED GLASS LARGE BELL JAR,92,813.0,30,27,jardin etched glass large bell jar
85146,JARDIN ETCHED GLASS SMALL BELL JAR,115,564.25,27,23,jardin etched glass small bell jar
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,61,301.95,16,14,jardin etched glass candlehldr long
85150,LADIES & GENTLEMEN METAL SIGN,8224,19220.28,889,369,ladies gentlemen metal sign
85151,WELCOME METAL SIGN,44,55.0,8,8,welcome metal sign
85152,HAND OVER THE CHOCOLATE   SIGN ,16404,31138.050000000003,1300,486,hand over the chocolate sign
85159A,"BLACK TEA,COFFEE,SUGAR JARS",458,823.9,48,41,black tea coffee sugar jars
85159B,"WHITE TEA,COFFEE,SUGAR JARS",638,1236.1,68,53,white tea coffee sugar jars
85160A,WHITE BIRD GARDEN DESIGN MUG,8800,1323.2,22,20,white bird garden design mug
85160B,BLACK BIRD GARDEN DESIGN MUG,6149,934.87,30,28,black bird garden design mug
85161,ACRYLIC GEOMETRIC LAMP,27,497.65,20,16,acrylic geometric lamp
85162A,SILVER RETRODISC LAMPSHADE,605,1211.75,19,14,silver retrodisc lampshade
85162B,BLACK RETRODISC LAMPSHADE,977,1905.15,13,5,black retrodisc lampshade
85162C,WHITE RETRODISC LAMPSHADE,898,1775.1,41,11,white retrodisc lampshade
85163A,WHITE BAROQUE WALL CLOCK ,80,785.4,41,35,white baroque wall clock
85163B,BLACK BAROQUE WALL CLOCK ,68,639.6,37,26,black baroque wall clock
85164B,BLACK BAROQUE CUCKOO CLOCK,113,1134.75,41,27,black baroque cuckoo clock
85165,CANDY PINK FRENCH BOUDOIR CLOCK,16,159.2,11,9,candy pink french boudoir clock
85166A,WHITE METAL BAROQUE PHOTO FRAME,72,120.0,8,8,white metal baroque photo frame
85166B,BLACK METAL BAROQUE PHOTO FRAME,501,798.75,31,28,black metal baroque photo frame
85167A,WHITE GRAND BAROQUE PHOTO FRAME,174,379.5,12,12,white grand baroque photo frame
85167B,BLACK GRAND BAROQUE PHOTO FRAME,717,1408.65,52,38,black grand baroque photo frame
85168A,WHITE BAROQUE CARRIAGE CLOCK,22,218.89999999999998,15,12,white baroque carriage clock
85168B,BLACK BAROQUE CARRIAGE CLOCK,38,358.62,23,17,black baroque carriage clock
85169A,IVORY LOVE BIRD CANDLE,944,1037.82,97,79,ivory love bird candle
85169B,BLACK LOVE BIRD CANDLE,333,356.49,45,31,black love bird candle
85169C,EAU DE NIL LOVE BIRD CANDLE,397,429.97,38,27,eau de nil love bird candle
85169D,PINK LOVE BIRD CANDLE,374,413.98,45,39,pink love bird candle
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,800,1380.42,62,45,set 6 ivory bird t light candles
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,247,333.78000000000003,33,19,set 6 black bird t light candles
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,432,624.23,48,40,set 6 eau de nil bird t lights
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,575,774.29,77,48,set 6 pink bird t light candles
85171,S/2 HYACINTH BULB CANDLES,1,2.55,1,1,s 2 hyacinth bulb candles
85172,HYACINTH BULB T-LIGHT CANDLES,4386,1775.8799999999999,137,110,hyacinth bulb t light candles
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,954,1563.27,102,70,set 6 frog prince t light candles
85174,S/4 CACTI CANDLES,1353,5924.67,229,126,s 4 cacti candles
85175,CACTI T-LIGHT CANDLES,15654,6275.96,409,199,cacti t light candles
85176,SEWING SUSAN 21 NEEDLE SET,2418,1883.9999999999998,174,115,sewing susan 21 needle set
85177,BASKET OF FLOWERS SEWING KIT,1778,1453.1599999999999,112,87,basket of flowers sewing kit
85178,VICTORIAN SEWING KIT,5439,5958.79,254,177,victorian sewing kit
85179A,GREEN BITTY LIGHT CHAIN,143,299.91,26,24,green bitty light chain
85179B,WHITE BITTY LIGHT CHAIN ,241,1004.73,39,33,white bitty light chain
85179C,PINK BITTY LIGHT CHAIN,77,126.85,10,10,pink bitty light chain
85180A,RED HEARTS LIGHT CHAIN ,553,1377.53,66,60,red hearts light chain
85180B,PINK HEARTS LIGHT CHAIN ,279,726.63,32,29,pink hearts light chain
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,1497,2194.75,132,104,charlie lola wastepaper bin blue
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1746,2651.0,154,124,charlie lola wastepaper bin flora
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,14,41.300000000000004,7,7,set 4 easter decoupage oval boxes
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1965,3728.65,211,159,s 4 valentine decoupage heart box
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,154,450.38000000000005,44,38,set 4 valentine decoupage heart box
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,8295,4448.09,52,48,s 4 blue round decoupage boxes
85185B,PINK HORSE SOCK PUPPET,531,1535.2500000000002,131,102,pink horse sock puppet
85185B,PINK HORSE SOCK PUPPET KIT,44,129.8,14,13,pink horse sock puppet kit
85185C,COW  SOCK PUPPET,54,159.3,26,24,cow sock puppet
85185D,FROG SOCK PUPPET,172,495.40000000000003,45,38,frog sock puppet
85185E,DUCK SOCK PUPPET,4,11.8,2,2,duck sock puppet
85185F,LION SOCK PUPPET,35,103.25000000000001,17,16,lion sock puppet
85186A,EASTER BUNNY GARLAND OF FLOWERS,1374,577.08,81,76,easter bunny garland of flowers
85186B,BUNNY BUNCH OF FLOWERS,14,5.88,2,2,bunny bunch of flowers
85186C,BUNNY EGG GARLAND,1179,495.18,79,75,bunny egg garland
85187,S/12 MINI RABBIT EASTER,453,728.25,88,75,s 12 mini rabbit easter
85188A,GREEN METAL SWINGING BUNNY,905,766.13,81,67,green metal swinging bunny
85188B,PINK METAL SWINGING BUNNY,670,569.5,51,48,pink metal swinging bunny
85189,HANGING BUTTERFLY  EGG,1121,912.29,58,53,hanging butterfly egg
85190,PINK FLOWER HANGING HEART ,135,114.75,14,14,pink flower hanging heart
85192S,HANGING SPRING FLOWER HEART SMALL,3,1.9500000000000002,2,2,hanging spring flower heart small
85194L,HANGING SPRING FLOWER EGG LARGE,1715,1401.59,109,93,hanging spring flower egg large
85194S,HANGING SPRING FLOWER EGG SMALL,1680,783.8,95,84,hanging spring flower egg small
85195,HANGING HEART BASKET,145,265.14,16,14,hanging heart basket
85196,EASTER BUNNIES ON A STICK,1536,783.96,66,59,easter bunnies on a stick
85197,SET OF 12 MINI BUNNIES IN A BUCKET,1671,963.66,73,63,set of 12 mini bunnies in a bucket
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,3836,1431.44,38,37,assorted farmyard animals in bucket
85199L,LARGE HANGING IVORY & RED WOOD BIRD,3392,2150.08,188,136,large hanging ivory red wood bird
85199S,SMALL HANGING IVORY/RED WOOD BIRD,5447,2269.61,291,188,small hanging ivory red wood bird
85200,BUNNY EGG BOX,1009,1256.45,94,81,bunny egg box
85202,HANGING WOOD AND FELT HEART,753,314.82,90,79,hanging wood and felt heart
85203,HANGING WOOD AND FELT BUTTERFLY ,1091,455.34,111,94,hanging wood and felt butterfly
85204,HANGING WOOD AND FELT FLOWER,2156,365.64,78,69,hanging wood and felt flower
85205A,IVORY FELT EASTER RABBIT GARLAND,66,168.29999999999998,21,21,ivory felt easter rabbit garland
85205B,PINK FELT EASTER RABBIT GARLAND,215,548.25,43,36,pink felt easter rabbit garland
85206A,CREAM FELT EASTER EGG BASKET,2179,3487.35,283,234,cream felt easter egg basket
85206B,PINK FELT EASTER EGG BASKET,1479,2311.55,162,138,pink felt easter egg basket
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,362,720.84,59,56,set 12 funky felt flower peg in bag
85211,S/4 GROOVY CAT MAGNETS,280,379.62,51,43,s 4 groovy cat magnets
85212,MINI PAINTED GARDEN DECORATION ,2803,1022.0699999999999,96,82,mini painted garden decoration
85213,MINI  ZINC GARDEN DECORATIONS ,1282,673.06,49,48,mini zinc garden decorations
85214,TUB 24 PINK FLOWER PEGS,438,722.7,135,94,tub 24 pink flower pegs
85215,ASSORTED CHEESE FRIDGE MAGNETS,774,497.34000000000003,46,33,assorted cheese fridge magnets
85216,ASSORTED CAKES FRIDGE MAGNETS,2808,1756.0800000000002,149,114,assorted cakes fridge magnets
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,2817,1755.81,136,96,assorted ice cream fridge magnets
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,1992,625.1999999999999,2,2,s 5 mini ice cream fridge magnets
85220,SMALL FAIRY CAKE FRIDGE MAGNETS,12236,6875.0,5,4,small fairy cake fridge magnets
85221,ASSORTED COLOUR SILK COIN PURSE,3551,1667.5900000000001,43,35,assorted colour silk coin purse
85222,ASSORTED COLOUR SILK COSMETIC PURSE,1395,1537.5,41,39,assorted colour silk cosmetic purse
85224,ASSORTED COLOUR SILK GLASSES CASE,1991,1059.54,47,35,assorted colour silk glasses case
85225,BLING KEY RING STAND,19,22.5,11,10,bling key ring stand
85226A,WHITE/BLUE PULL BACK RACING CAR,1661,851.15,114,95,white blue pull back racing car
85226C,BLUE PULL BACK RACING CAR,954,462.3,66,54,blue pull back racing car
85227,SET OF 6 3D KIT CARDS FOR KIDS,2668,2251.18,261,206,set of 6 3d kit cards for kids
85227,SET/6 3D KIT CARDS FOR KIDS,547,414.54999999999995,28,27,set 6 3d kit cards for kids
85230A,OPIUM SCENTED VOTIVE CANDLE,1992,497.03999999999996,48,31,opium scented votive candle
85230B,CINNAMON SCENTED VOTIVE CANDLE,2191,581.6299999999999,66,49,cinnamon scented votive candle
85230C,ROSE SCENTED VOTIVE CANDLE,24,6.959999999999999,1,1,rose scented votive candle
85230D,VANILLA SCENTED VOTIVE CANDLE,24,6.959999999999999,1,1,vanilla scented votive candle
85230E,STRAWBRY SCENTED VOTIVE CANDLE,2421,621.4499999999999,65,44,strawbry scented votive candle
85230F,JASMINE VOTIVE CANDLE,2968,732.0799999999999,61,48,jasmine votive candle
85230G,ORANGE VOTIVE CANDLE,1728,439.67999999999995,46,32,orange votive candle
85231B,CINAMMON SET OF 9 T-LIGHTS,1951,1652.11,286,181,cinammon set of 9 t lights
85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,816,662.4,93,77,strawberry scented set 9 t lights
85231G,ORANGE SCENTED SET/9 T-LIGHTS,1421,1184.45,208,139,orange scented set 9 t lights
85231L,LAVENDER SCENTED SET/9 T-LIGHTS,1022,814.0999999999999,101,81,lavender scented set 9 t lights
85232A,SET/3 POLKA DOT STACKING TINS,250,1220.7,85,72,set 3 polka dot stacking tins
85232A,SET/3 POLKADOT STACKING TINS,106,507.9,37,31,set 3 polkadot stacking tins
85232B,SET OF 3 BABUSHKA STACKING TINS,1070,5184.5,140,94,set of 3 babushka stacking tins
85232B,SET/3 RUSSIAN DOLL STACKING TINS,1866,8864.300000000001,301,154,set 3 russian doll stacking tins
85232C,RUSSIAN FOLKART STACKING TINS,1,4.95,1,1,russian folkart stacking tins
85232D,SET/3 DECOUPAGE STACKING TINS,653,3097.95,175,120,set 3 decoupage stacking tins
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,25,148.75,14,14,raspberry ant copper flower necklac
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,14,83.30000000000001,9,9,midnight blue copper flower necklac
90000C,OPAL WHITE/SILVER FLOWER NECKLACE,1,5.95,1,1,opal white silver flower necklace
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,25,148.75,13,13,copper olive green flower necklace
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,4,17.0,3,3,antique raspberry flower earrings
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,7,29.75,4,4,antique mid blue flower earrings
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,6,25.5,5,5,antique opal white flower earrings
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,16,68.0,7,7,antique olive green flower earrings
90002A,FLOWER BURST SILVER RING OPAL,39,146.25,14,14,flower burst silver ring opal
90002B,FLOWER BURST SILVER RING ROSE,18,67.5,7,7,flower burst silver ring rose
90002C,FLOWER BURST SILVER RING MIDN'T BLU,25,93.75,11,8,flower burst silver ring midn t blu
90002D,FLOWER BURST SILVER RING CRYSTAL,96,335.0,21,17,flower burst silver ring crystal
90002E,FLOWER BURST SILVER RING GREEN,15,56.25,8,7,flower burst silver ring green
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,24,90.0,9,9,rose colour pair heart hair slides
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,25,93.75,10,10,midnight blue pair heart hair slide
90003D,CRYSTAL PAIR HEART HAIR SLIDES,35,131.25,15,15,crystal pair heart hair slides
90003E,GREEN PAIR HEART HAIR SLIDES,12,45.0,3,3,green pair heart hair slides
90004A,JADE GREEN PAIR ENAMEL HAIR SLIDES,1,3.75,1,1,jade green pair enamel hair slides
90005A,JADE GREEN ENAMEL HAIR COMB,36,70.2,7,5,jade green enamel hair comb
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,31,271.0,14,12,midnight blue glass silver bracelet
90010B,BLACK/WHITE GLASS/SILVER BRACELET,45,402.75,17,16,black white glass silver bracelet
90010E,AMBER GLASS/SILVER BRACELET,32,279.95,18,16,amber glass silver bracelet
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,2,5.9,2,2,midnight blue crystal drop earrings
90011B,BLACK CRYSTAL DROP EARRINGS,9,26.550000000000004,4,4,black crystal drop earrings
90011C,GREEN CRYSTAL DROP EARRINGS,6,17.700000000000003,1,1,green crystal drop earrings
90011E,AMBER CRYSTAL DROP EARRINGS,1,2.95,1,1,amber crystal drop earrings
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,8,23.6,2,2,midnight blue drop crystal necklace
90012B,BLACK DROP CRYSTAL NECKLACE,13,45.35000000000001,3,3,black drop crystal necklace
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,41,153.75,10,8,midnight blue vintage earrings
90013B,BLACK VINTAGE EARRINGS,20,75.0,5,5,black vintage earrings
90013C,GREEN VINTAGE EARRINGS ,35,131.25,10,10,green vintage earrings
90013D,PURPLE VINTAGE EARRINGS,34,127.5,8,7,purple vintage earrings
90014A,SILVER M.O.P. ORBIT NECKLACE,8,23.6,3,3,silver m o p orbit necklace
90014A,SILVER/MOP ORBIT NECKLACE,28,278.59999999999997,19,15,silver mop orbit necklace
90014B,GOLD M PEARL  ORBIT NECKLACE,18,179.1,13,11,gold m pearl orbit necklace
90014B,GOLD M.O.P. ORBIT NECKLACE,2,5.9,2,2,gold m o p orbit necklace
90014C,SILVER AND BLACK ORBIT NECKLACE,1,2.95,1,1,silver and black orbit necklace
90014C,SILVER/BLACK ORBIT NECKLACE,22,218.89999999999998,13,12,silver black orbit necklace
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,22,148.75,9,8,silver m o p pendant orbit necklace
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,22,187.0,17,14,gold m o p pendant orbit necklace
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,6,51.0,4,4,silver black pendant orbit necklace
90018A,SILVER M.O.P ORBIT DROP EARRINGS,35,148.75,16,15,silver m o p orbit drop earrings
90018B,GOLD M.O.P ORBIT DROP EARRINGS,16,68.0,10,10,gold m o p orbit drop earrings
90018C,SILVER BLACK ORBIT DROP EARRINGS,14,59.5,7,7,silver black orbit drop earrings
90019A,SILVER M.O.P ORBIT BRACELET,32,158.4,17,16,silver m o p orbit bracelet
90019B,GOLD M.O.P ORBIT BRACELET,11,54.45,7,6,gold m o p orbit bracelet
90019C,SILVER BLACK ORBIT BRACELET,10,49.5,7,7,silver black orbit bracelet
90020,FILIGREE DIAMANTE CHAIN,4,51.0,2,2,filigree diamante chain
90021,LASER CUT MULTI STRAND NECKLACE,5,59.75,4,4,laser cut multi strand necklace
90022,EDWARDIAN DROP EARRINGS JET BLACK,8,30.0,4,4,edwardian drop earrings jet black
90023,FILIGREE DIAMANTE EARRINGS,21,89.25,11,7,filigree diamante earrings
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,5,42.5,4,4,new baroque b fly necklace black
90024B,NEW BAROQUE B'FLY NECKLACE RED,10,85.0,6,6,new baroque b fly necklace red
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,6,51.0,5,5,new baroque b fly necklace green
90024D,NEW BAROQUE B'FLY NECKLACE PINK,13,110.5,11,11,new baroque b fly necklace pink
90024E,NEW BAROQUE B'FLY NECKLACE MONTANA,12,102.0,7,7,new baroque b fly necklace montana
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,3,25.5,2,2,new baroque b fly necklace crystal
90025A,BAROQUE BUTTERFLY EARRINGS BLACK,2,7.5,2,2,baroque butterfly earrings black
90025B,BAROQUE BUTTERFLY EARRINGS RED,1,3.75,1,1,baroque butterfly earrings red
90025C,BAROQUE BUTTERFLY EARRINGS GREEN,2,7.5,2,2,baroque butterfly earrings green
90025D,BAROQUE BUTTERFLY EARRINGS PINK,2,7.5,2,2,baroque butterfly earrings pink
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,3,11.25,3,3,baroque butterfly earrings montana
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,2,7.5,2,2,baroque butterfly earrings crystal
90026A,GLASS BEAD HOOP NECKLACE BLACK,8,68.0,6,6,glass bead hoop necklace black
90026B,GLASS BEAD HOOP NECKLACE MONTANA,7,59.5,6,4,glass bead hoop necklace montana
90026C,GLASS BEAD HOOP NECKLACE GREEN,7,59.5,5,5,glass bead hoop necklace green
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,10,85.0,8,6,glass bead hoop necklace amethyst
90027A,GLASS BEAD HOOP EARRINGS BLACK,6,17.700000000000003,3,3,glass bead hoop earrings black
90027B,GLASS BEAD HOOP EARRINGS MONTANA,7,20.650000000000002,4,3,glass bead hoop earrings montana
90027C,GLASS BEAD HOOP EARRINGS GREEN,4,11.8,2,2,glass bead hoop earrings green
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,12,35.400000000000006,6,6,glass bead hoop earrings amethyst
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,10,85.0,5,5,new baroque large necklace blk whit
90029,NEW BAROQUE SMALL NECKLACE BLACK,21,178.5,10,10,new baroque small necklace black
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,77,101.75,8,8,spotted white natural seed necklace
90030B,RED KUKUI COCONUT SEED NECKLACE,122,191.3,19,17,red kukui coconut seed necklace
90030C,BROWN KUKUI COCONUT SEED NECKLACE,81,115.65,10,10,brown kukui coconut seed necklace
90031,BILI NUT AND WOOD NECKLACE,48,48.0,5,5,bili nut and wood necklace
90032,IVORY SHELL HEART NECKLACE,45,253.17000000000002,21,12,ivory shell heart necklace
90033,IVORY SHELL HEART EARRINGS,5,12.749999999999998,2,2,ivory shell heart earrings
90034,WHITE SILVER NECKLACE SHELL GLASS,2,19.9,2,2,white silver necklace shell glass
90035A,"PEARL & SHELL 42""NECKL. GREEN",17,182.75,9,7,pearl shell 42 neckl green
90035B,"PEARL & SHELL 42""NECKL. PINK",43,380.89,4,4,pearl shell 42 neckl pink
90035C,"PEARL & SHELL 42""NECKL. IVORY",28,301.0,5,5,pearl shell 42 neckl ivory
90036A,FLOWER GARLAND NECKLACE RED,21,166.95000000000002,14,10,flower garland necklace red
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",17,135.15,9,8,flower glass garland neckl 36 green
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",22,174.9,8,7,flower glass garland neckl 36 blue
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",35,278.25,12,11,flower glass garland neckl 36 black
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",18,143.1,11,10,flower glass garld neckl36 amethyst
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",13,103.35000000000001,4,4,flower glass garld neckl36 turquois
90037A,TINY CRYSTAL BRACELET RED,18,45.9,4,4,tiny crystal bracelet red
90037B,TINY CRYSTAL BRACELET GREEN,23,58.650000000000006,5,5,tiny crystal bracelet green
90037C,TINY CRYSTAL BRACELET BLUE,18,45.9,4,4,tiny crystal bracelet blue
90037D,TINY CRYSTALS BRACELET BLACK,6,15.3,1,1,tiny crystals bracelet black
90038A,GLASS AND PAINTED BEADS BRACELET TO,18,67.5,4,4,glass and painted beads bracelet to
90038B,GLASS AND PAINTED BEADS BRACELET OL,10,37.5,2,2,glass and painted beads bracelet ol
90038C,GLASS AND BEADS BRACELET IVORY,13,48.75,3,3,glass and beads bracelet ivory
90039A,FIRE POLISHED GLASS BRACELET RED,7,26.25,2,2,fire polished glass bracelet red
90039B,FIRE POLISHED GLASS BRACELET MONTAN,13,48.75,3,3,fire polished glass bracelet montan
90039C,FIRE POLISHED GLASS BRACELET BLACK,14,52.5,3,3,fire polished glass bracelet black
