stockcode,description,total_quantity,total_revenue,total_orders,unique_customers
90040A,MURANO STYLE GLASS BRACELET RED,23,80.5,10,10
90166,PINK & WHITE ROSEBUD RING,19,80.15,11,7
37479P,CUBIC MUG FLOCK PINK ON BROWN,139,80.13,22,17
23370,SET 36 COLOUR PENCILS DOILEY,64,80.0,3,3
47592A,CAROUSEL CHILDRENS OVERALL,38,79.8,4,4
90162D,ANT SILVER PURPLE BOUDICCA RING,27,79.65,11,7
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,26,79.54,10,10
84795E,RIO PINK STRIPE HAMMOCK,10,79.5,5,3
22649,STRAWBERRY CAKE TEAPOT,16,79.2,4,4
23464,VINTAGE ZINC WATERING CAN SMALL,16,79.2,6,6
37509,NEW ENGLAND MUG W GIFT BOX,31,79.05,14,14
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,31,79.05,11,10
90115,SUMMER BUTTERFLIES BAG CHARM,31,79.05,11,11
37471,MULTICOLOUR POLKADOT PLATE,696,78.60000000000001,2,2
72709,IVORY SCULPTED RND CANDLE ,92,78.19999999999999,13,10
35931,PINK STAR CHRISTMAS DECORATION,156,78.11999999999999,15,14
84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,71,78.11,9,9
71495A,CD WALL TIDY BLUE OFFICE,213,77.94000000000001,9,5
84914A,PINK ROSE PICNIC RUG,3,77.85,2,2
22068, BLACK PIRATE TREASURE CHEST,47,77.55,13,12
23497,CLASSIC CROME BICYCLE BELL ,60,77.4,2,2
90092,BLUE CRYSTAL BOOT PHONE CHARM,91,77.35,7,6
21450,DISTRESSED CANDLE STICK WHITE,13,77.35,3,3
22888,NUMBER TILE VINTAGE FONT 9 ,66,77.14,10,9
90183A,AMBER DROP EARRINGS W LONG BEADS,26,76.70000000000002,6,6
90202D,PINK ENAMEL FLOWER HAIR TIE,26,76.70000000000002,5,5
84593,CROCHET ROSE DES CLOTHES HANGER,26,76.7,7,7
84617, NEW BAROQUE BLACK BOXES,6,76.5,3,3
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",168,75.88,7,7
23467,VINTAGE ZINC PLANTER  ,23,75.66999999999999,5,5
62043B,BLUE CHECK BAG W HANDLE 34X20CM,54,75.16000000000001,10,8
16161E,WRAP BOUDOIR ,750,75.0,9,8
37399,"ASS RETROSPOOF MUGS,SPORTS",143,75.0,6,6
23061,VINTAGE ENGRAVED HEART,60,75.0,4,4
84030C,KNITTED RAINBOW HOT WATER BOTTLE,20,75.0,5,4
90013B,BLACK VINTAGE EARRINGS,20,75.0,5,5
90176D,DIAMANTE NECKLACE PURPLE,10,75.0,6,6
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,5,74.75,4,4
23068,ALUMINIUM HEART,30,74.7,6,6
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,18,74.7,5,5
90116,FRUIT SALAD BAG CHARM,44,74.36,11,11
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,59,74.35,19,12
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,29,73.94999999999999,17,16
35610C,WHITE CHRISTMAS FLOCK DROPLET ,91,73.91,6,6
90067A,PINK VINTAGE VICTORIAN EARRINGS,25,73.75000000000001,8,8
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,25,73.75,10,10
15030,FAN BLACK FRAME ,254,73.66,26,23
79331,PINK FLOCK GLASS CANDLEHOLDER,60,73.60000000000001,9,8
90112,PINK DOLLY HAIR CLIPS,70,73.5,15,13
20622,VIP PASSPORT COVER ,35,73.5,11,8
22416,SET OF 36 SPACEBOY PAPER DOILIES,50,72.5,7,7
35916C,PINK FELT HANGING HEART W FLOWER,85,72.25,9,9
84454,WOBBLING METAL CHICKEN EASTER,85,72.25,13,11
84753A,PINK EAU DE COLOGNE BOTTLE,85,72.25,15,14
84427B,BLACK GLASS TV DOUBLE P/FRAME 15X10,17,72.25,5,5
37471,MULTICOLOUR DOTS PLATE,688,71.80000000000001,2,2
35937,CERISE+GOLD CHRISTMAS STOCKING DEC,188,71.44,17,16
90060D,FIRE POLISHED GLASS NECKL BRONZE,12,71.4,7,6
84925C,FAIRY CAKES  WALL THERMOMETER,28,71.39999999999999,10,10
22879,NUMBER TILE VINTAGE FONT 0,63,71.29,9,7
90212B,JET BLACK LAS VEGAS BRACELET ROUND,19,71.25,7,7
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,169,70.98,10,8
84086B,YELLOW/BLUE RETRO RADIO,24,70.80000000000001,12,7
22346,PARTY PIZZA DISH GREEN RETROSPOT,83,70.55,14,12
90005A,JADE GREEN ENAMEL HAIR COMB,36,70.2,7,5
47420,ASSORTED COLOUR SUCTION CUP HOOK,369,70.11,29,23
84705A,ENGLISH ROSE PHOTO FRAME ,15,69.75,7,5
81952V,ROUND PURPLE CLOCK WITH SUCKER,367,69.73,24,22
16020C,CLEAR STATIONERY BOX SET ,82,69.69999999999999,24,22
84918,CREAM C/COVER W YELLOW/GREEN FLOWER,10,69.5,3,3
20820,SILVER LOOKING MIRROR,14,69.3,8,6
72140F,HAPPY ANNIVERSARY CANDLE LETTERS,175,69.18,14,14
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,173,69.06,23,19
23040,PAPER LANTERN 9 POINT SNOW STAR,12,69.0,4,4
81952V,ROUND PURPLE CLOCK W/SUCKER,86,68.9,10,6
90042A,FRESHWATER PEARL BRACELET GOLD,27,68.85,7,6
90205C,LARGE CRYSTAL DIAMANTE HAIRSLIDE,46,68.7,5,5
84251G,"GREETING CARD, OVERCROWDED POOL.",361,68.58999999999999,34,32
71215,METAL BASE FOR CANDLES,178,68.52,12,10
90089,PINK CRYSTAL SKULL PHONE CHARM,100,68.5,11,11
81950B,FLOWER BLUE CLOCK W/SUCKER,80,68.0,15,14
84425A,WHITE GLASS TV TRIPLE FRAME,16,68.0,8,8
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,16,68.0,7,7
90018B,GOLD M.O.P ORBIT DROP EARRINGS,16,68.0,10,10
84857A,SILVER MONTE CARLO HANDBAG,8,68.0,3,2
90026A,GLASS BEAD HOOP NECKLACE BLACK,8,68.0,6,6
84510E,SET OF 4 GREEN CAROUSEL COASTERS,128,67.8,13,12
84548,CROCHET BEAR RED/BLUE  KEYRING,41,67.64999999999999,12,11
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,40,67.6,10,10
84926B,SCOTTS ROSES TILE COASTER,54,67.5,10,8
47341B,BLUE TABLE RUN FLOWER,48,67.5,14,13
90002B,FLOWER BURST SILVER RING ROSE,18,67.5,7,7
90038A,GLASS AND PAINTED BEADS BRACELET TO,18,67.5,4,4
90072,RUBY DROP CHANDELIER EARRINGS,18,67.5,5,4
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,10,67.5,6,4
84455,SET OF 3 RABBIT CARROTS EASTER,79,67.14999999999999,16,15
35819P,"ACRYLIC HANGING JEWEL,PINK",95,66.55,7,7
40002,WHITE BAMBOO RIBS LAMPSHADE,78,66.3,1,1
71143,SILVER BOOK MARK WITH BEADS,78,66.3,13,10
72369A,PINK CLEAR GLASS CANDLE PLATE,53,66.25,8,8
47598,NEW ENGLAND EGG WARMER,120,66.0,23,17
85072,OCCASIONS GIFT CARD ASSORTMENT,120,66.0,1,1
17136A,BLUE STONES ON WIRE FOR CANDLE,795,65.94,34,28
79329,PINK FLOCK GLASS CANDLEHOLDER,100,65.94,7,7
90179C,BLACK FINE BEAD NECKLACE W TASSEL,11,65.45,7,7
47016,LIGHT DECORATION BATTERY OPERATED,31,65.10000000000001,5,4
20835,FRENCH LATTICE CUSHION COVER ,78,64.98,8,8
23235,BISCUIT TIN VINTAGE LEAF,24,64.56,3,3
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,6,64.5,1,1
90046,WHITE WITH METAL BAG CHARM,13,64.35,7,6
47348A,FUSCHIA VOILE POINTY SHOE DEC,104,63.959999999999994,16,12
79534,MULTICOLOUR GLASS PLATE,116,63.800000000000004,16,14
23253,16 PC CUTLERY SET PANTRY DESIGN,4,63.8,1,1
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,17,63.75,9,8
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,15,63.75,10,10
85018B,S/6 PAPER BOXES BLOSSOM IMAGES ,15,63.75,10,10
20791,BLUE TILED SET OF 3 DRAWERS,5,63.75,1,1
84617,NEW BAROQUE BLACK BOXES,5,63.75,4,4
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,19,63.65,9,9
84891B,GREEN WIRE GOBLET CANDLEHOLDER,8,63.6,5,5
22845,"CAT FOOD CONTAINER , VINTAGE",10,63.5,3,3
21489,BLUE WHITE SCARF HOT WATER BOTTLE,16,63.2,6,6
22987,"WRAP , SUMMER ROSE DESIGN",150,63.0,6,6
90131,PINK/AMETHYST/GOLD NECKLACE,9,62.55,4,4
90214G,"LETTER ""G"" BLING KEY RING",69,62.25,21,13
20667,CHERRY BLOSSOM PURSE,21,61.95,9,6
72051S,BAG OF SILVER STONES,147,61.739999999999995,19,18
16151A,FLOWERS HANDBAG blue and orange,49,61.25,3,3
35973,GERANIUM FOLKART HEART DECORATION,49,61.25,12,11
22578,WOODEN STAR CHRISTMAS SCANDISPOT,72,61.2,2,2
22937,BAKING MOULD CHOCOLATE CUP CAKES,24,61.2,2,2
23541,"WALL ART ,PUDDINGS ",8,61.2,2,2
22565,FELTCRAFT HAIRBANDS PINK + WHITE ,72,61.199999999999996,6,6
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,42,60.9,12,12
22537,MAGIC SLATE DINOSAUR,144,60.480000000000004,3,3
35594,WOODEN CHRISTMAS TREE 3 HANGING,144,60.480000000000004,21,18
84984B,RED PEONY DES C/COVER ,13,60.45,6,6
22409,TIN CAN BISCUITS DESIGN,48,60.0,4,4
22953,BIRTHDAY BANNER TAPE,48,60.0,3,3
22619, SET Of 6 SOLDIER SKITTLES,16,60.0,3,3
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",16,60.0,8,6
90212C,PURPLE LAS VEGAS BRACELET ROUND,16,60.0,5,5
90078,PINK/WHITE GLASS DEMI CHOKER,8,60.0,4,4
90176C,DIAMANTE NECKLACE,8,60.0,4,4
90189A,SILVER 2 STRAND NECKLACE-LEAF CHARM,8,60.0,5,5
90021,LASER CUT MULTI STRAND NECKLACE,5,59.75,4,4
90018C,SILVER BLACK ORBIT DROP EARRINGS,14,59.5,7,7
90026B,GLASS BEAD HOOP NECKLACE MONTANA,7,59.5,6,4
90026C,GLASS BEAD HOOP NECKLACE GREEN,7,59.5,5,5
22329,ROUND FOOD CONTAINER S/5 RETROSPOT,36,59.400000000000006,3,3
22973,CHILDRENS CIRCUS PARADE MUG,36,59.400000000000006,3,3
23325,RUSTIC STRAWBERRY JAMPOT SMALL,36,59.400000000000006,3,3
23537,I LOVE LONDON WALL ART,12,59.400000000000006,2,2
35654,VINTAGE BEAD FILLED PINK CUSHION,12,59.400000000000006,5,4
22069, BROWN  PIRATE TREASURE CHEST ,36,59.4,7,6
84539,KNITTED RABBIT DOLL ,36,59.39999999999999,9,9
84251F,"GREETING CARD, RITA",312,59.279999999999994,31,26
35909A,RABBIT EASTER DECORATION,20,59.00000000000001,5,5
22903,CALENDAR FAMILY FAVORITES,20,59.0,4,4
35607B,BLACK FEATHER CHRISTMAS DECORATION,310,58.900000000000006,16,15
90037B,TINY CRYSTAL BRACELET GREEN,23,58.650000000000006,5,5
81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",23,58.65,7,7
85023C,PINK LARGE JEWELED PHOTOFRAME,23,58.64999999999999,11,10
90214D,"LETTER ""D"" BLING KEY RING",65,58.21,19,11
23306,SET OF 36 PANTRY PAPER DOILIES,39,58.019999999999996,14,14
79051A,SMOKEY GREY COLOUR GLASS,200,57.99999999999999,11,10
44241C,BLUE BUTTERFLY ON SPRING,68,57.8,7,7
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,85,57.129999999999995,10,7
35821B,"JEWELLED DECORATION,BLUE",150,57.0,3,3
84226,HEN HOUSE W FAMILY IN BARN & NEST,75,56.61,17,17
84875A,PINK SQUARE COMPACT MIRROR,15,56.25,11,10
90002E,FLOWER BURST SILVER RING GREEN,15,56.25,8,7
85080,PADDED RED HEART DECORATION,114,56.18,22,19
47344B,BLUE FLOWER DES PURSE,54,56.16,10,10
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",142,56.129999999999995,2,2
90100,NECKLACE+BRACELET SET PINK DAISY,22,56.1,9,7
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,22,56.099999999999994,10,9
35001B,HAND OPEN SHAPE BLACK,16,55.84,5,5
84562B,BLUE/WHITE RIBBED MELAMINE JUG,7,55.650000000000006,5,5
46115B,GREEN POP ART MAO CUSHION COVER ,292,55.480000000000004,22,19
22657,HEN & 2 CHICKS IN BASKET,65,55.24999999999999,7,7
85151,WELCOME METAL SIGN,44,55.0,8,8
90043,COPPER AND BRASS BAG CHARM,10,54.510000000000005,6,5
90019B,GOLD M.O.P ORBIT BRACELET,11,54.45,7,6
90138,WHITE/PINK MINI CRYSTALS NECKLACE,11,54.45,5,5
90084,PINK CRYSTAL GUITAR PHONE CHARM,64,54.4,9,8
84402B,PURPLE DRESS JEWELLERY STAND,63,54.09,4,4
23389,SPACEBOY MINI RUCKSACK,13,53.95,4,4
79406,FROSTED WHITE BASE ,245,53.900000000000006,15,14
90214R,"LETTER ""R"" BLING KEY RING",53,53.769999999999996,19,15
21379, CAMPHOR WOOD PORTOBELLO MUSHROOM,43,53.75,7,7
90211A,DIAMOND LAS VEGAS NECKLACE 45CM,9,53.550000000000004,5,5
22252,BIRDCAGE DECORATION MAGIC GARDEN,21,53.55,3,3
72771B,BURG FLOCK GOLD CUP/CANDLE ,127,53.34,6,6
90130A,WHITE STONE/CRYSTAL EARRINGS,18,53.10000000000001,6,6
90168,2 DAISIES HAIR COMB,18,53.10000000000001,3,3
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,18,53.10000000000001,8,8
35816B,"ACRYLIC JEWEL ANGEL,BLUE",137,52.93,2,2
35910B,PINK FLOWERS RABBIT EASTER,27,52.65,6,6
84845C,CARNATION SQUARE HANDY TIN,42,52.5,14,14
90039C,FIRE POLISHED GLASS BRACELET BLACK,14,52.5,3,3
23035,DOORKNOB CERAMIC IVORY,36,52.2,1,1
23196,RETO LEAVES MAGNETIC SHOPPING LIST,36,52.199999999999996,3,3
78027,SEAGRASS S/2 CORNER LAUNDRY ,4,51.9,3,3
84845D,GERANIUM SQUARE HANDY TIN,41,51.25,11,11
35840,FLAT GLASS  BAUBLE WHITE FLOCK ,36,51.0,5,5
20964,POLYESTER FILLER PAD 60x40cm,20,51.0,6,6
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,20,51.0,4,4
90165B,WHITE ROSEBUD  PEARL EARRINGS,20,51.0,6,5
84582,PINK CROCHET CAT WITH SCARF,12,51.0,9,9
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,6,51.0,4,4
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,6,51.0,5,5
84968B,SET OF 16 VINTAGE IVORY CUTLERY,4,51.0,4,4
90020,FILIGREE DIAMANTE CHAIN,4,51.0,2,2
85069,CREAM SWEETHEART DOUBLE SHELF,3,50.85,1,1
22846,"BREAD BIN, DINER STYLE, RED ",3,50.849999999999994,2,2
20958,PORCELAIN HANGING BELL LARGE,26,50.7,9,9
72083A,STRAWBERY SWIRL FLARE CANDLE,24,50.400000000000006,7,7
90177C,DROP DIAMANTE EARRINGS CRYSTAL,17,50.150000000000006,6,6
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,31,50.099999999999994,6,6
90214H,"LETTER ""H"" BLING KEY RING",50,50.019999999999996,23,14
90214N,"LETTER ""N"" BLING KEY RING",50,50.019999999999996,18,11
72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,40,50.0,6,6
37462B,"PET MUG, BUDGIE",119,49.980000000000004,5,4
23197,VEGETABLE MAGNETIC  SHOPPING LIST,36,49.8,3,3
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,10,49.5,4,4
90019C,SILVER BLACK ORBIT BRACELET,10,49.5,7,7
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,10,49.5,5,5
90142D,MOP PENDANT SHELL NECKLACE,10,49.5,4,4
90206A,GOLD DIAMANTE STAR BROOCH,10,49.5,6,5
23015,CORDIAL JUG,6,49.5,2,2
90104,PURPLE FRANGIPANI HAIRCLIP,58,49.3,11,11
84537B,FAIRY CAKES GIFT BAG,117,49.14,11,10
35644,PAIR PINK/BLACK COATHANGERS,25,48.75,7,6
84746,PINK EASTER HENS+FLOWER,13,48.75,8,6
90038C,GLASS AND BEADS BRACELET IVORY,13,48.75,3,3
90039B,FIRE POLISHED GLASS BRACELET MONTAN,13,48.75,3,3
90051,CRACKED GLAZE NECKLACE RED,7,48.65,4,4
22889,"NUMBER TILE VINTAGE FONT, No ",22,48.6,2,2
90214P,"LETTER ""P"" BLING KEY RING",58,48.5,18,13
90214B,"LETTER ""B"" BLING KEY RING",48,48.48,16,13
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,19,48.449999999999996,12,10
72812,LARGE ZINC/GLASS CANDLEHOLDER,23,48.3,6,5
72129,COLUMBIAN CANDLE ROUND ,74,48.1,17,16
90031,BILI NUT AND WOOD NECKLACE,48,48.0,5,5
84599,CANDY STRIPE ROSE FLOOR CUSHION,6,47.7,2,2
84608,ORNATE EDWARDIAN CANDLE HOLDER,6,47.7,4,4
21347,GOTHIC CARRIAGE LANTERN,8,47.6,4,4
23539,"WALL ART , LOVES' SECRET ",8,47.6,2,2
90179A,AMBER FINE BEAD NECKLACE W TASSEL,8,47.6,5,5
22344,PARTY PIZZA DISH PINK WHITE SPOT ,56,47.599999999999994,10,10
20895,VINTAGE NOTEBOOK FRENCH LETTER ,16,47.20000000000001,4,3
35909B,PINK FLOWERS RABBIT EASTER,16,47.2,6,6
84227,HEN HOUSE W CHICK IN NEST,112,47.04,13,13
35603C,SET/16 WHITE SHINY & MATT BAUBLES,80,47.04,22,19
16201B,PASTEL BLUE PHOTO ALBUM,24,46.8,2,2
20988,TRELLIS FLOWER CHOPSTICKS SET/5,24,46.8,9,8
84857B,BLUE MONTE CARLO HANDBAG,24,46.8,1,1
84705D,CHERRY BLOSSOM PHOTO FRAME ,10,46.5,3,3
84705F,RED PEONY PHOTO FRAME ,10,46.5,5,4
84984A,GREEN PEONY DES C/COVER,10,46.5,4,4
47341A,FUSCHIA TABLE RUN FLOWER ,29,46.25,7,7
23107,WHITE WIRE PLANT POT HOLDER,16,46.24,2,2
23047,PAPER LANTERN 5 POINT STUDDED STAR,8,46.0,4,4
84626,CANDY STRIPE ROSE QUILT,1,45.95,1,1
22604,SET OF 4 NAPKIN CHARM CUTLERY,18,45.900000000000006,3,3
90037A,TINY CRYSTAL BRACELET RED,18,45.9,4,4
90037C,TINY CRYSTAL BRACELET BLUE,18,45.9,4,4
84907,PINK/YELLOW PATCH CUSHION COVER,6,45.9,3,3
72024U,LILAC VOTIVE CANDLE,218,45.78,10,10
85081,PADDED HOLLY CHRISTMAS DECORATION ,103,45.75,20,20
90012B,BLACK DROP CRYSTAL NECKLACE,13,45.35000000000001,3,3
84447,6 RABBIT CHAIN EASTER,53,45.05,7,7
16161C,WRAP SPEED DEMONS ,450,45.0,2,2
22347,PIZZA DISH SLICE ,36,45.0,2,2
22406,TIN CAN KINGS CHOICE DESIGN,36,45.0,3,3
35233,PASTA ENAMEL/BRASS CONTAINER,12,45.0,8,8
90003E,GREEN PAIR HEART HAIR SLIDES,12,45.0,3,3
21685,MEDINA STAMPED METAL TRAY ,3,44.849999999999994,2,2
90074,BLACK DIAMOND CLUSTER NECKLACE,5,44.75,4,4
90135A,ORANGE/FUSCHIA STONES NECKLACE,9,44.550000000000004,2,2
90197D,AMBER GLASS BRACELET HEART CHARMS,9,44.550000000000004,4,4
79026B,"S/4 ICON COASTER,ELVIS LIVES",52,44.36,22,17
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",15,44.25000000000001,9,9
90130B,TURQ STONE/CRYSTAL EARRINGS,15,44.25000000000001,4,4
35085E,IVORY ROSE LAMPSHADE ,39,44.25,9,7
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,15,44.25,5,5
84251B,"GREETING CARD, STICKY GORDON",231,43.88999999999999,22,19
84292B,BLUE COL METAL FOLDING CHAIR,7,43.85,4,4
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,35,43.75,11,9
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",235,43.65,14,13
90101,WHITE FRANGIPANI NECKLACE,17,43.35,5,4
35916A,YELLOW FELT HANGING HEART W FLOWER,51,43.349999999999994,7,7
35822P,"ACRYLIC BEAD CHAIN, PINK",114,43.32,1,1
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,26,42.900000000000006,5,5
72796B,S/3 FRENCH VANILLA SQU CANDLE,26,42.9,11,11
90214I,"LETTER ""I"" BLING KEY RING",44,42.519999999999996,12,10
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,34,42.5,9,9
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,5,42.5,4,4
90214T,"LETTER ""T"" BLING KEY RING",43,42.23,12,9
22987,WRAP SUMMER ROSE DESIGN,100,42.0,4,4
23231,WRAP  VINTAGE DOILEY ,100,42.0,2,2
84984C,ORIENTAL BLUE C/COVER ,9,41.85,5,5
84919,L BLUE C/COVER W PINK/YELLOW FLOWER,6,41.7,2,2
90050,CRACKED GLAZE NECKLACE IVORY,6,41.7,2,2
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,7,41.650000000000006,4,4
84611B,BLACK NEW BAROQUE FLOCK BOX,7,41.65,4,4
90060B,FIRE POLISHED GLASS NECKL GOLD,7,41.65,4,4
90060C,FIRE POLISHED GLASS NECKL SILVER,7,41.65,3,3
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,7,41.65,5,5
23045,PAPER LANTERN 5 POINT STAR MOON 30,10,41.5,5,5
20870,OPULENT VELVET CANDLE IN BOX,27,41.4,4,4
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,14,41.300000000000004,7,7
23448,CREAM BUNNY EASTER EGG BASKET,25,41.25,3,3
72798C,SET/4 GARDEN ROSE DINNER CANDLE,25,41.25,11,10
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,25,41.25,7,6
90064A,WHITE VINTAGE CRYSTAL EARRINGS,11,41.25,4,4
22740,POLKADOT PENS,48,40.8,1,1
23148,MINITURE ANTIQUE ROSE HOOK IVORY,48,40.8,4,4
35071,ASSORTED SANTA CHRISTMAS DECORATION,48,40.8,5,5
44228,CANNABIS LEAF BEAD CURTAIN,48,40.8,3,3
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,16,40.8,3,3
90174,BUTTERFLY HAIR BAND,16,40.8,4,4
17014C,ORIGAMI LAVENDER INCENSE CONES,96,40.32,1,1
22529,MAGIC SLATE GO TO THE FAIR ,96,40.32,2,2
22532,MAGIC SLATE LEAP FROG ,96,40.32,2,2
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,62,40.3,8,8
20994,JAZZ HEARTS SPIRAL NOTEPAD,47,39.949999999999996,12,12
20860,GOLD COSMETICS BAG WITH BUTTERFLY,19,39.900000000000006,10,10
23462,ROCOCO WALL MIROR,2,39.9,1,1
47013A,WINE BOTTLE DRESSING LT.BLUE,141,39.87,25,21
79065A,TEATIME ROUND CAKE TINS ,4,39.8,1,1
21629,SQUARE FLOOR CUSHION VINTAGE PINK ,5,39.75,3,3
84551,CROCHET DOG KEYRING,24,39.6,6,6
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,24,39.6,7,5
35963,FOLKART ZINC CLIP ON ANGEL WINGS,104,39.519999999999996,11,10
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,27,39.15,6,6
22853,"CAT BOWL, ENAMEL , CREAM COLOUR",12,39.0,2,2
82545A,COGNAC AUX OEUFS METAL 1 HOOK,31,38.75,11,11
90042B,FRESHWATER PEARL BRACELET PINK,15,38.25,5,4
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,6,38.1,3,3
23038,T-LIGHT HOLDER SILVER SAUCER,41,38.03,6,4
81952B,ROUND BLUE CLOCK WITH SUCKER,200,38.0,9,9
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,45,37.83,21,21
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,30,37.5,5,5
79413,GLASS WINE GLASS DECORATIONS,30,37.5,9,7
90038B,GLASS AND PAINTED BEADS BRACELET OL,10,37.5,2,2
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,6,37.5,3,3
90140,PINK SWEETIE NECKLACE,5,37.5,3,2
90176A,CLASSIC DIAMANTE NECKLACE JET,5,37.5,3,3
81952B,ROUND BLUE CLOCK W/SUCKER,48,36.6,7,6
82069,BEECH WOOD P/FRAME,5,36.25,2,2
16162M,THE KING GIFT BAG 25x24x12cm,86,36.12,12,10
90075,MONTANA DIAMOND CLUSTER NECKLACE,4,35.8,3,3
84745B,BLUE HANGING GINGHAM EASTER HEN,85,35.7,17,15
90169,DAISY HAIR COMB,14,35.7,3,3
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,6,35.7,4,4
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,12,35.400000000000006,6,6
90067B,BROWN VINTAGE VICTORIAN EARRINGS,12,35.400000000000006,2,2
90134,OLD ROSE COMBO BEAD NECKLACE,12,35.400000000000006,2,2
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",93,35.34,2,2
90083,CRYSTAL CZECH CROSS PHONE CHARM,44,34.94,8,6
79063D,"RETRO PILL BOX , REVOLUTIONARY",189,34.91,10,9
22345,PARTY PIZZA DISH BLUE WHITE SPOT ,41,34.849999999999994,8,8
23196,LEAVES MAGNETIC  SHOPPING LIST,24,34.8,2,2
84868B,BLUE BABY BOY'S MEMORY BOX,5,34.75,4,4
84546,CROCHET POODLE KEYRING,21,34.65,3,3
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,21,34.65,5,5
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,7,34.65,4,4
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,7,34.65,4,4
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,7,34.65,3,3
35955,SMALL FOLKART CHRISTMAS TREE DEC,135,34.62,4,4
72715,SPHERICAL IVORY CANDLE ,82,34.44,12,8
22407,MONEY BOX FIRST AID DESIGN,43,34.32,10,9
22852,"DOG BOWL, ENAMEL , CREAM COLOUR",8,34.0,2,2
44265,M/COLOUR POM-POM CURTAIN,8,34.0,4,4
22777,GLASS BELL JAR LARGE,4,34.0,1,1
81950B,FLOWER BLUE CLOCK WITH SUCKER,117,33.93,8,8
37112,YELLOW BIRDS FELT DES FOODCOVER,9,33.75,4,4
90066A,PINK VINTAGE VICTORIAN CHOKER,5,33.75,2,2
17014E,ORIGAMI OPIUM INCENSE CONES,93,33.3,4,4
23390,DOLLY GIRL MINI RUCKSACK,8,33.2,2,2
84906,PINK BUTTERFLY CUSHION COVER,17,33.15,4,3
37348,SET OF 4 PASTEL STACKING MUGS,13,33.15,6,5
47013C,WINE BOTTLE DRESSING DARK BLUE,138,33.05,22,18
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,39,32.37,17,17
22778,GLASS BELL JAR SMALL,8,31.6,1,1
20953,PORCELAIN CHERUB BELL LARGE,19,31.349999999999998,7,7
23366,SET 12 COLOUR PENCILS DOILEY,48,31.200000000000003,3,3
