segment,stockcode,description,total_quantity,total_revenue,total_orders,unique_customers
Others,22143,CHRISTMAS CRAFT HEART DECORATIONS,2,4.2,2,2
Others,22144,CHRISTMAS CRAFT LITTLE FRIENDS,344,682.4,33,33
Others,22145,CHRISTMAS CRAFT HEART STOCKING ,51,107.10000000000001,10,10
Others,22146,EASTER CRAFT IVY WREATH WITH CHICK,30,58.5,5,5
Others,22147,FELTCRAFT BUTTERFLY HEARTS,532,747.4,60,53
Others,22148,EASTER CRAFT 4 CHICKS ,346,614.6999999999999,19,19
Others,22149,FELTCRAFT 6 FLOWER FRIENDS,786,1600.6,92,79
Others,22150, 3 STRIPEY MICE FELTCRAFT,19,37.05,4,4
Others,22150,3 STRIPEY MICE FELTCRAFT,304,592.8,55,53
Others,22151,PLACE SETTING WHITE HEART,1291,542.22,52,42
Others,22152,PLACE SETTING WHITE STAR,382,160.44,20,18
Others,22153,ANGEL DECORATION STARS ON DRESS,475,199.5,10,10
Others,22154,ANGEL DECORATION 3 BUTTONS ,379,159.18,13,12
Others,22155,STAR DECORATION RUSTIC,413,173.46,18,18
Others,22156,HEART DECORATION WITH PEARLS ,352,299.2,33,28
Others,22157,ANGEL DECORATION WITH LACE PADDED,90,76.5,6,6
Others,22158,3 HEARTS HANGING DECORATION RUSTIC,321,946.95,46,42
Others,22161,HEART DECORATION RUSTIC HANGING ,634,145.76000000000002,32,30
Others,22162,HEART GARLAND RUSTIC PADDED,78,230.10000000000002,10,10
Others,22163,HEART STRING MEMO HOLDER HANGING,149,180.35000000000002,12,12
Others,22164,STRING OF STARS CARD HOLDER,46,135.70000000000002,5,5
Others,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",59,413.84999999999997,9,8
Others,22166,"WALL MIRROR , RECT DIAMANTE, PINK/",5,39.75,2,2
Others,22167, OVAL WALL MIRROR DIAMANTE ,11,109.44999999999999,6,6
Others,22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",8,79.6,7,5
Others,22168,ORGANISER WOOD ANTIQUE WHITE ,48,408.0,24,24
Others,22169,FAMILY ALBUM WHITE PICTURE FRAME,96,802.4,37,37
Others,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,150,983.7,32,31
Others,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,94,778.6,37,34
Others,22172,METAL SHELF WITH RAIL ,32,272.0,14,14
Others,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,202,603.72,39,38
Others,22174,PHOTO CUBE,233,376.29,21,20
Others,22175,PINK OWL SOFT TOY,75,221.25000000000003,19,15
Others,22176,BLUE OWL SOFT TOY,63,185.85000000000002,14,11
Others,22177,5 HOOK BLACKBOARD ORGANISER ,9,89.55,6,6
Others,22178,VICTORIAN GLASS HANGING T-LIGHT,1558,1986.46,90,84
Others,22179,SET 10 LIGHTS NIGHT OWL,135,834.45,14,13
Others,22179,SET 10 NIGHT OWL LIGHTS,30,183.3,5,5
Others,22180,RETRO SPOT LAMP,18,179.1,10,9
Others,22180,RETROSPOT LAMP,43,427.84999999999997,21,20
Others,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,26,22.099999999999998,5,5
Others,22182,CAKE STAND VICTORIAN FILIGREE SMALL,73,361.35,16,14
Others,22183,CAKE STAND VICTORIAN FILIGREE MED,32,212.25,10,9
Others,22184,CAKE STAND VICTORIAN FILIGREE LARGE,18,153.0,6,6
Others,22185,SLATE TILE NATURAL HANGING,231,366.75,27,26
Others,22186,RED STAR CARD HOLDER,183,442.65000000000003,24,24
Others,22187,GREEN CHRISTMAS TREE CARD HOLDER,184,557.9,24,24
Others,22188,BLACK HEART CARD HOLDER,147,560.49,32,30
Others,22189,CREAM HEART CARD HOLDER,390,1500.18,76,68
Others,22190,LOCAL CAFE MUG,48,100.8,12,12
Others,22191,EAU DE NIL DINER WALL CLOCK,9,76.5,6,6
Others,22191,IVORY DINER WALL CLOCK,131,1072.7,51,46
Others,22192,BLUE DINER WALL CLOCK,93,749.7,29,25
Others,22193,RED DINER WALL CLOCK,196,1543.6,34,31
Others,22194,BLACK DINER WALL CLOCK,14,119.0,8,8
Others,22195,LARGE HEART MEASURING SPOONS,312,514.8,39,35
Others,22196,SMALL HEART MEASURING SPOONS,316,268.59999999999997,35,33
Others,22197,POPCORN HOLDER,1030,797.5,43,40
Others,22197,"POPCORN HOLDER , SMALL ",185,157.25,9,7
Others,22197,SMALL POPCORN HOLDER,4742,3471.7,49,43
Others,22198,LARGE POPCORN HOLDER ,116,191.4,16,16
Others,22198,"POPCORN HOLDER , LARGE",76,115.4,4,4
Others,22199,FRYING PAN RED POLKADOT ,31,131.75,9,9
Others,22199,FRYING PAN RED RETROSPOT,34,144.5,13,13
Others,22200,FRYING PAN PINK POLKADOT,24,102.0,8,8
Others,22200,FRYING PAN PINK POLKADOT ,13,55.25,4,4
Others,22201,FRYING PAN BLUE POLKADOT,14,59.5,6,6
Others,22201,FRYING PAN BLUE POLKADOT ,6,25.5,3,3
Others,22202,MILK PAN PINK POLKADOT,13,48.75,5,5
Others,22202,MILK PAN PINK RETROSPOT,22,82.5,7,7
Others,22203,MILK PAN RED RETROSPOT,65,243.75,22,21
Others,22204,MILK PAN BLUE POLKADOT,15,56.25,5,5
Others,22204,MILK PAN BLUE RETROSPOT,10,37.5,5,5
Others,22207,FRYING PAN UNION FLAG,64,272.0,23,22
Others,22208,WOOD STAMP SET THANK YOU,206,237.4,28,27
Others,22209,WOOD STAMP SET HAPPY BIRTHDAY,198,232.4,20,20
Others,22210,WOOD STAMP SET BEST WISHES,117,137.29,17,17
Others,22211,WOOD STAMP SET FLOWERS,67,92.51,15,15
Others,22212,FOUR HOOK  WHITE LOVEBIRDS,188,394.8,32,31
Others,22214,CANDLE PLATE LACE WHITE,8,20.4,2,2
Others,22215,CAKE STAND WHITE TWO TIER LACE,88,737.8,33,29
Others,22216,T-LIGHT HOLDER WHITE LACE,92,78.2,6,5
Others,22217,T-LIGHT HOLDER HANGING LACE,218,189.94,15,13
Others,22218,CAKE STAND LACE WHITE,50,212.5,18,18
Others,22219,LOVEBIRD HANGING DECORATION WHITE ,439,373.15,43,40
Others,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,121,1008.35,28,27
Others,22221,CAKE STAND LOVEBIRD 2 TIER PINK,47,366.25,13,12
Others,22222,CAKE PLATE LOVEBIRD WHITE,223,856.65,33,32
Others,22223,CAKE PLATE LOVEBIRD PINK,80,307.2,16,14
Others,22224,WHITE LOVEBIRD LANTERN,168,495.6000000000001,29,27
Others,22227,"DECORATION, HANGING HEART+MIRROR ",101,65.65,6,6
Others,22227,HANGING HEART MIRROR DECORATION ,146,94.9,10,9
Others,22228,BUNNY WOODEN PAINTED WITH BIRD ,130,97.16,15,14
Others,22229,BUNNY WOODEN PAINTED WITH FLOWER ,78,58.94,9,9
Others,22230,JIGSAW TREE WITH WATERING CAN,51,41.669999999999995,6,6
Others,22231,JIGSAW TREE WITH BIRDHOUSE,225,281.53,22,21
Others,22232,JIGSAW TOADSTOOLS 3 PIECE,145,162.93,15,14
Others,22233,JIGSAW RABBIT AND BIRDHOUSE,105,112.83,12,12
Others,22236,CAKE STAND 3 TIER MAGIC GARDEN,82,1023.9,35,31
Others,22241,"GARLAND , WOODEN  "" HAPPY EASTER""",1,1.25,1,1
Others,22241,GARLAND WOODEN HAPPY EASTER,171,213.75,15,15
Others,22242,5 HOOK HANGER MAGIC TOADSTOOL,26,42.9,3,3
Others,22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",114,188.1,12,12
Others,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,55,90.75,6,5
Others,22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",25,41.25,3,3
Others,22244,3 HOOK HANGER MAGIC GARDEN,70,136.5,10,9
Others,22244,"HOOK, 3 HANGER ,MAGIC GARDEN",81,157.95,10,10
Others,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",201,170.85,21,20
Others,22246,"GARLAND, MAGIC GARDEN 1.8M",64,124.8,6,6
Others,22246,MAGIC GARDEN FELT GARLAND ,75,146.25,8,8
Others,22247,BUNNY DECORATION MAGIC GARDEN,91,77.35,8,7
Others,22248,DECORATION  PINK CHICK MAGIC GARDEN,88,74.8,7,7
Others,22249,DECORATION WHITE CHICK MAGIC GARDEN,142,120.69999999999999,11,11
Others,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,74,62.9,6,6
Others,22251,BIRDHOUSE DECORATION MAGIC GARDEN,97,121.25,9,9
Others,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,41,51.25,8,8
Others,22253,6 CROCHET STRAWBERRIES,27,33.75,4,4
Others,22254,FELT TOADSTOOL LARGE,66,82.5,8,8
Others,22255,FELT TOADSTOOL  SMALL,67,56.949999999999996,8,8
Others,22256,FELT FARM ANIMAL CHICKEN,56,70.0,6,6
Others,22258,FELT FARM ANIMAL RABBIT,38,47.5,4,4
Others,22259,FELT FARM ANIMAL HEN,7,8.75,2,2
Others,22260,FELT EGG COSY BLUE RABBIT ,68,57.8,9,6
Others,22261,FELT EGG COSY WHITE RABBIT ,128,108.8,16,16
Others,22262,FELT EGG COSY CHICKEN,84,71.39999999999999,13,13
Others,22263,FELT EGG COSY LADYBIRD ,99,52.47,7,5
Others,22264,FELT FARM ANIMAL WHITE BUNNY ,97,50.769999999999996,7,7
Others,22265,EASTER DECORATION NATURAL CHICK,78,50.7,4,4
Others,22266,EASTER DECORATION HANGING BUNNY,170,39.66,7,7
Others,22267,EASTER DECORATION EGG BUNNY ,84,55.12,8,8
Others,22268,DECORATION SITTING BUNNY,212,40.279999999999994,8,8
Others,22268,EASTER DECORATION SITTING BUNNY,48,40.8,4,4
Others,22269,EGG CUP NATURAL CHICKEN,117,72.29,13,13
Others,22270,HAPPY EASTER HANGING DECORATION,10,37.5,4,4
Others,22271,FELTCRAFT DOLL ROSIE,316,874.6000000000001,42,37
Others,22272,FELTCRAFT DOLL MARIA,143,402.65000000000003,25,24
Others,22273,FELTCRAFT DOLL MOLLY,480,1358.4,65,54
Others,22274,FELTCRAFT DOLL EMILY,321,889.3500000000001,41,33
Others,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,26,221.0,13,13
Others,22276,WASH BAG VINTAGE ROSE PAISLEY,150,382.5,28,26
Others,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,140,294.0,17,17
Others,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,55,272.25,22,20
Others,22279,POCKET BAG BLUE PAISLEY RED SPOT,94,118.35,10,10
Others,22280,POCKET BAG PINK PAISELY BROWN SPOT,21,31.35,3,3
Others,22281,EASTER TREE YELLOW BIRDS,6,35.7,3,3
Others,22282,12 EGG HOUSE PAINTED WOOD,20,255.0,10,10
Others,22283,6 EGG HOUSE PAINTED WOOD,53,421.35,25,24
Others,22284,HEN HOUSE DECORATION,207,341.55,19,17
Others,22285,"DECORATION HEN ON NEST, HANGING",92,151.8,8,7
Others,22285,HANGING HEN ON NEST DECORATION,80,132.0,7,7
Others,22286,"DECORATION , WOBBLY RABBIT , METAL ",87,143.55,9,8
Others,22286,DECORATION WOBBLY RABBIT METAL ,20,7.8,4,4
Others,22287,"DECORATION , WOBBLY CHICKEN, METAL ",60,99.0,4,4
Others,22287,DECORATION WOBBLY CHICKEN,27,11.79,3,3
Others,22288,"DECORATION , HANGING METAL RABBIT",51,63.75,4,4
Others,22288,HANGING METAL RABBIT DECORATION,35,43.75,4,4
Others,22289,"DECORATION , HANGING METAL CHICKEN",26,32.5,2,2
Others,22289,HANGING METAL CHICKEN DECORATION,8,10.0,3,3
Others,22290,STANDING METAL RABBIT WITH EGG,20,42.0,5,5
Others,22291,HANGING CHICK CREAM DECORATION,176,255.2,11,10
Others,22291,"SPRING DEC , HANGING CHICK CREAM",53,76.85,5,5
Others,22292,HANGING CHICK  YELLOW DECORATION,80,115.99999999999999,6,6
Others,22292,"SPRING DEC , HANGING CHICK  YELLOW",77,111.64999999999999,5,5
Others,22293,HANGING CHICK GREEN DECORATION,101,146.45,7,7
Others,22293,"SPRING DEC , HANGING CHICK  GREEN",26,37.699999999999996,2,2
Others,22294,HEART FILIGREE DOVE  SMALL,1040,1300.0,46,38
Others,22295,HEART FILIGREE DOVE LARGE,545,899.25,48,43
Others,22296,HEART IVORY TRELLIS LARGE,911,1503.15,63,55
Others,22297,HEART IVORY TRELLIS SMALL,994,1242.5,43,38
Others,22299,PIG KEYRING WITH LIGHT & SOUND ,216,228.72,8,8
Others,22300,COFFEE MUG DOG + BALL DESIGN,250,637.5,38,30
Others,22301,COFFEE MUG CAT + BIRD DESIGN,213,543.15,36,32
Others,22302,COFFEE MUG PEARS  DESIGN,153,390.15000000000003,24,22
Others,22303,COFFEE MUG APPLES DESIGN,171,436.05,26,20
Others,22304,COFFEE MUG BLUE PAISLEY DESIGN,65,165.75,15,12
Others,22305,COFFEE MUG PINK PAISLEY DESIGN,74,188.70000000000002,16,13
Others,22306,SILVER MUG BONE CHINA TREE OF LIFE,140,157.16,11,11
Others,22307,GOLD MUG BONE CHINA TREE OF LIFE,126,143.46,8,8
Others,22308,TEA COSY BLUE STRIPE,78,171.9,6,6
Others,22309,TEA COSY RED  STRIPE,95,208.05,9,9
Others,22310,IVORY KNITTED MUG COSY ,28,46.2,5,5
Others,22310,KNITTED MUG COSY IVORY COLOUR ,12,19.8,2,2
Others,22311,OFFICE MUG WARMER BLACK+SILVER ,54,175.3,16,16
Others,22312,OFFICE MUG WARMER POLKADOT,50,155.8,14,13
Others,22313,OFFICE MUG WARMER PINK,22,63.2,7,7
Others,22314,OFFICE MUG WARMER CHOC+BLUE,42,126.50000000000001,11,10
Others,22315,200 RED + WHITE BENDY STRAWS,178,222.5,27,26
Others,22316,200 BENDY SKULL STRAWS,35,43.75,9,9
Others,22317,FIVE CATS HANGING DECORATION,73,215.35000000000002,15,13
Others,22318,FIVE HEART HANGING DECORATION,216,637.2,38,34
Others,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,409,205.13,21,20
Others,22320,BIRDS MOBILE VINTAGE DESIGN,71,422.45000000000005,23,22
Others,22321,BIRD DECORATION RED RETROSPOT,96,81.6,8,8
Others,22321,BIRD DECORATION RED SPOT,120,102.0,8,8
Others,22322,BIRD DECORATION GREEN  SPOT,60,51.0,4,4
Others,22322,BIRD DECORATION GREEN POLKADOT,72,61.199999999999996,6,6
Others,22323,PINK POLKADOT KIDS BAG,33,85.35,6,6
Others,22324,BLUE POLKADOT KIDS BAG,35,77.25,6,6
Others,22325,MOBILE VINTAGE HEARTS ,74,366.3,25,25
Others,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,640,1849.6000000000001,71,55
Others,22327,ROUND SNACK BOXES SET OF 4 SKULLS,125,368.75000000000006,26,24
Others,22328,"ROUND SNACK BOXES ,SET 4, FRUITS ",6,17.700000000000003,1,1
Others,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,383,1129.8500000000001,58,46
Others,22329,ROUND CONTAINER SET OF 5 RETROSPOT,333,539.85,35,33
Others,22330,72 ROUND PINK DOILIES,24,34.8,1,1
Others,22331,WOODLAND PARTY BAG + STICKER SET,262,413.09999999999997,23,21
Others,22332,SKULLS PARTY BAG + STICKER SET,102,168.29999999999998,18,18
Others,22333,RETRO SPORT PARTY BAG + STICKER SET,112,184.8,12,12
Others,22333,RETRO SPOT PARTY BAG + STICKER SET,8,13.2,2,2
Others,22333,RETROSPOT PARTY BAG + STICKER SET,254,399.9,25,24
Others,22334,DINOSAUR PARTY BAG + STICKER SET,73,120.44999999999999,13,12
Others,22335,HEART DECORATION PAINTED ZINC ,382,248.29999999999998,27,24
Others,22336,DOVE DECORATION PAINTED ZINC ,399,125.03,11,11
Others,22337,ANGEL DECORATION PAINTED ZINC ,48,31.2,4,4
Others,22338,STAR DECORATION PAINTED ZINC ,387,90.08999999999999,12,12
Others,22339,CHRISTMAS TREE PAINTED ZINC ,476,114.36,11,11
Others,22340,NOEL GARLAND PAINTED ZINC ,223,86.97,12,12
Others,22341,LOVE GARLAND PAINTED ZINC ,211,328.95,14,14
Others,22342,HOME GARLAND PAINTED ZINC ,256,313.2,11,11
Others,22343,PARTY PIZZA DISH RED RETROSPOT,120,102.0,10,10
Others,22343,PARTY PIZZA DISH RED WHITE SPOT ,12,10.2,1,1
Others,22344,PARTY PIZZA DISH PINK POLKADOT,114,96.89999999999999,8,7
Others,22344,PARTY PIZZA DISH PINK RETROSPOT,18,15.299999999999999,2,2
Others,22345,PARTY PIZZA DISH BLUE POLKADOT,54,45.9,4,4
Others,22345,PARTY PIZZA DISH BLUE RETROSPOT,30,25.5,3,3
Others,22346,PARTY PIZZA DISH GREEN POLKADOT,42,35.699999999999996,3,3
Others,22346,PARTY PIZZA DISH GREEN RETROSPOT,6,5.1,1,1
Others,22347,PIZZA SLICE DISH,36,45.0,4,4
Others,22348,TEA BAG PLATE RED RETROSPOT,119,101.14999999999999,15,15
Others,22348,TEA BAG PLATE RED SPOTTY ,259,220.15,15,14
Others,22349,"DOG BOWL , CHASING BALL DESIGN",21,78.75,5,5
Others,22349,DOG BOWL CHASING BALL DESIGN,66,247.5,15,15
Others,22350,CAT BOWL ,36,91.80000000000001,5,5
Others,22350,ILLUSTRATED CAT BOWL ,60,153.0,10,10
Others,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,241,587.5500000000001,36,34
Others,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,39,99.45,8,8
Others,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,59,150.45,16,15
Others,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,39,99.45,8,7
Others,22354,RETROSPOT PADDED SEAT CUSHION,138,485.1,11,11
Others,22355,"CHARLOTTE BAG , SUKI DESIGN",70,59.5,5,5
Others,22355,CHARLOTTE BAG SUKI DESIGN,659,534.15,42,38
Others,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",150,127.5,9,9
Others,22356,CHARLOTTE BAG PINK POLKADOT,571,459.35,37,31
Others,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,192,150.2,11,11
Others,22357,KINGS CHOICE BISCUIT TIN,126,517.5,27,26
Others,22358,KINGS CHOICE TEA CADDY ,204,573.0,32,32
Others,22359,GLASS JAR KINGS CHOICE,59,164.45000000000002,17,17
Others,22360,GLASS JAR ENGLISH CONFECTIONERY,109,311.95000000000005,24,24
Others,22361,GLASS JAR DAISY FRESH COTTON WOOL,52,153.40000000000003,17,17
Others,22362,GLASS JAR PEACOCK BATH SALTS,45,132.75,16,15
Others,22363,GLASS JAR MARMALADE ,44,129.8,13,12
Others,22364,GLASS JAR DIGESTIVE BISCUITS,66,194.70000000000002,20,20
Others,22365,DOOR MAT RESPECTABLE HOUSE,17,127.33,7,7
Others,22365,DOORMAT RESPECTABLE HOUSE,37,280.75,14,14
Others,22366,DOOR MAT AIRMAIL ,13,97.37,6,6
Others,22366,DOORMAT AIRMAIL ,50,387.28000000000003,21,21
Others,22367,CHILDRENS APRON SPACEBOY DESIGN,490,925.5,71,64
Others,22367,CHILDS APRON SPACEBOY DESIGN,163,302.85,20,19
Others,22371,AIRLINE BAG VINTAGE TOKYO 78,82,388.1,30,27
Others,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,44,218.2,17,16
Others,22374,AIRLINE BAG VINTAGE JET SET RED,46,216.5,21,19
Others,22375,AIRLINE BAG VINTAGE JET SET BROWN,31,146.15,10,9
Others,22376,AIRLINE BAG VINTAGE JET SET WHITE,36,180.0,14,14
Others,22377,BOTTLE BAG RETROSPOT ,236,458.09999999999997,21,20
Others,22378,WALL TIDY RETROSPOT ,54,113.4,11,11
Others,22379,RECYCLING BAG RETROSPOT ,350,710.0,47,41
Others,22380,TOY TIDY SPACEBOY  ,327,623.0,33,30
Others,22381,TOY TIDY PINK POLKADOT,62,130.2,15,15
Others,22381,TOY TIDY PINK RETROSPOT  ,194,382.4,19,17
Others,22382,LUNCH BAG SPACEBOY DESIGN ,1593,2488.45,105,81
Others,22382,LUNCHBAG SPACEBOY DESIGN ,20,33.0,2,2
Others,22383,LUNCH BAG SUKI  DESIGN ,802,1243.3,42,35
Others,22383,LUNCH BAG SUKI DESIGN ,576,890.4,37,33
Others,22384,LUNCH BAG PINK POLKADOT,469,773.85,58,52
Others,22384,LUNCH BAG PINK RETROSPOT,239,394.35,23,20
Others,22385,JUMBO BAG SPACEBOY DESIGN,635,1146.03,30,27
Others,22386,JUMBO BAG PINK POLKADOT,808,1552.68,45,41
Others,22386,JUMBO BAG PINK WITH WHITE SPOTS,617,1083.15,26,24
Others,22389,PAPERWEIGHT SAVE THE PLANET,18,45.900000000000006,3,3
Others,22390,PAPERWEIGHT CHILDHOOD MEMORIES,42,60.78,5,5
Others,22391,PAPERWEIGHT HOME SWEET HOME,36,51.0,4,4
Others,22393,PAPERWEIGHT VINTAGE COLLAGE,42,66.3,5,5
Others,22394,PAPERWEIGHT KINGS CHOICE ,24,20.4,2,2
Others,22395,PAPERWEIGHT VINTAGE PAISLEY,14,15.299999999999999,2,2
Others,22396,MAGNETS PACK OF 4 RETRO PHOTO,162,93.72,18,17
Others,22398,MAGNETS PACK OF 4 SWALLOWS,263,217.81,29,27
Others,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,344,409.48,26,23
Others,22400,MAGNETS PACK OF 4 HOME SWEET HOME,190,130.85999999999999,25,24
Others,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,179,106.78999999999999,23,21
Others,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,168,96.06,16,16
Others,22405,MONEY BOX POCKET MONEY DESIGN,213,246.81,21,20
Others,22406,MONEY BOX KINGS CHOICE DESIGN,133,146.81,14,13
Others,22407,MONEY BOX FIRST ADE DESIGN,37,46.25,4,4
Others,22408,MONEY BOX CONFECTIONERY DESIGN,21,15.93,4,4
Others,22409,MONEY BOX BISCUITS DESIGN,153,182.13,15,15
Others,22410,MONEY BOX HOUSEKEEPING DESIGN,124,155.0,14,14
Others,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,731,1381.43,70,60
Others,22412,METAL SIGN NEIGHBOURHOOD WITCH ,139,291.90000000000003,24,19
Others,22413,METAL SIGN TAKE IT OR LEAVE IT ,1671,4648.65,56,51
Others,22414,DOOR MAT NEIGHBOURHOOD WITCH ,12,78.48,2,2
Others,22414,DOORMAT NEIGHBOURHOOD WITCH ,11,85.61,5,5
Others,22415,WHITE TISSUE REAM,11,87.45,9,9
Others,22416,36 DOILIES SPACEBOY DESIGN ,26,37.699999999999996,3,3
Others,22416,SET OF 36 DOILIES SPACEBOY DESIGN ,173,250.84999999999997,21,19
Others,22417,PACK OF 60 SPACEBOY CAKE CASES,1557,856.3499999999999,91,78
Others,22418,10 COLOUR SPACEBOY PEN,755,641.75,36,35
Others,22419,LIPSTICK PEN RED,481,190.02,19,19
Others,22420,LIPSTICK PEN BABY PINK,137,57.54,8,8
Others,22421,LIPSTICK PEN FUSCHIA,586,234.12,28,26
Others,22422,TOOTHPASTE TUBE PEN,321,198.65,13,13
Others,22423,REGENCY CAKESTAND 3 TIER,1194,14078.7,262,208
Others,22424,ENAMEL BREAD BIN CREAM,101,1215.75,46,43
Others,22425,ENAMEL COLANDER CREAM,88,435.59999999999997,35,33
Others,22426,ENAMEL WASH BOWL CREAM,102,369.7,30,26
Others,22427,ENAMEL FLOWER JUG CREAM,388,2233.6000000000004,85,74
Others,22428,ENAMEL FIRE BUCKET CREAM,46,319.70000000000005,13,12
Others,22429,ENAMEL MEASURING JUG CREAM,183,777.75,64,59
Others,22430,ENAMEL WATERING CAN CREAM,94,465.3,30,29
Others,22431,WATERING CAN BLUE ELEPHANT,269,510.15,39,34
Others,22432,WATERING CAN PINK BUNNY,351,641.2499999999999,33,31
Others,22433,WATERING CAN GREEN DINOSAUR,164,305.4,22,21
Others,22434,BALLOON PUMP WITH 10 BALLOONS,86,167.7,17,17
Others,22435,SET OF 9 HEART SHAPED BALLOONS,247,308.75,31,29
Others,22436,12 COLOURED PARTY BALLOONS,125,81.25,9,9
Others,22437,SET OF 9 BLACK SKULL BALLOONS,386,328.1,22,20
Others,22438,BALLOON ART MAKE YOUR OWN FLOWERS,52,101.4,6,6
Others,22439,6 ROCKET BALLOONS ,246,159.9,18,18
Others,22440,BALLOON WATER BOMB PACK OF 35,182,76.44,16,16
Others,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,139,291.90000000000003,27,25
Others,22442,GROW YOUR OWN FLOWERS SET OF 3,85,546.15,14,14
Others,22443,GROW YOUR OWN HERBS SET OF 3,88,627.6,12,12
Others,22444,GROW YOUR OWN PLANT IN A CAN ,673,841.25,29,29
Others,22445,PENCIL CASE LIFE IS BEAUTIFUL,104,306.80000000000007,13,13
Others,22446,PIN CUSHION BABUSHKA PINK,25,83.75,5,5
Others,22447,PIN CUSHION BABUSHKA BLUE,13,43.550000000000004,3,3
Others,22447,PIN CUSHION RUSSIAN DOLL BLUE,2,6.7,1,1
Others,22448,PIN CUSHION BABUSHKA RED,36,120.60000000000001,6,6
Others,22448,PIN CUSHION RUSSIAN DOLL RED,3,10.05,1,1
Others,22449,SILK PURSE BABUSHKA PINK,98,328.3,16,16
Others,22449,SILK PURSE RUSSIAN DOLL PINK,12,40.2,2,1
Others,22450,SILK PURSE BABUSHKA BLUE,20,67.0,4,4
Others,22450,SILK PURSE RUSSIAN DOLL BLUE,6,20.1,1,1
Others,22451,SILK PURSE BABUSHKA RED,1,3.35,1,1
Others,22451,SILK PURSE RUSSIAN DOLL RED,12,40.2,2,2
Others,22452,MEASURING TAPE BABUSHKA PINK,49,144.55,10,9
Others,22452,MEASURING TAPE RUSSIAN DOLL PINK,7,20.650000000000002,2,2
Others,22453,MEASURING TAPE BABUSHKA BLUE,45,132.75000000000003,7,6
Others,22453,MEASURING TAPE RUSSIAN DOLL BLUE,6,17.700000000000003,1,1
Others,22454,MEASURING TAPE BABUSHKA RED,39,115.05000000000001,5,5
Others,22454,MEASURING TAPE RUSSIAN DOLL RED,27,79.65,4,4
Others,22456,NATURAL SLATE CHALKBOARD LARGE ,180,878.4,48,44
Others,22457,NATURAL SLATE HEART CHALKBOARD ,926,2712.5000000000005,136,113
Others,22458,CAST IRON HOOK GARDEN FORK,48,122.39999999999999,10,10
Others,22459,CAST IRON HOOK GARDEN TROWEL,57,145.35,11,11
Others,22460,EMBOSSED GLASS TEALIGHT HOLDER,464,543.52,24,21
Others,22461,SAVOY ART DECO CLOCK,21,162.15,9,8
Others,22464,HANGING METAL HEART LANTERN,476,755.88,42,41
Others,22465,HANGING METAL STAR LANTERN,315,499.83000000000004,27,27
Others,22466,FAIRY TALE COTTAGE NIGHT LIGHT,61,118.94999999999999,6,6
Others,22466,FAIRY TALE COTTAGE NIGHTLIGHT,120,233.99999999999997,12,12
Others,22467,GUMBALL COAT RACK,224,571.2,38,32
Others,22468,BABUSHKA LIGHTS STRING OF 10,93,589.35,15,14
Others,22469,HEART OF WICKER SMALL,1624,2607.6,142,118
Others,22470,HEART OF WICKER LARGE,896,2595.2000000000003,131,102
Others,22471,TV DINNER TRAY AIR HOSTESS ,56,205.2,13,12
Others,22472,TV DINNER TRAY DOLLY GIRL,55,258.05,16,14
Others,22473,TV DINNER TRAY VINTAGE PAISLEY,42,132.9,12,12
Others,22474,SPACEBOY TV DINNER TRAY,83,374.25,18,17
Others,22475,SKULL DESIGN TV DINNER TRAY,15,74.25,7,7
Others,22476,EMPIRE UNION JACK TV DINNER TRAY,60,294.0,18,17
Others,22477,WATERING CAN GARDEN MARKER,110,137.5,14,14
Others,22478,BIRDHOUSE GARDEN MARKER ,190,237.5,24,23
Others,22479,DAISY GARDEN MARKER,36,45.0,6,6
